"Player","Pos","School","Ht","Wt","X40yd","Vertical","Bench","Broad.Jump","X3Cone","Shuttle"
"Isaiah Coulter","WR","Rhode Island","6-2",198,4.45,36,NA,121,7.28,4.62
"Kamren Curl","S","Arkansas","6-1",206,4.6,34.5,24,125,NA,NA
"Lloyd Cushenberry","OL","LSU","6-3",312,5.27,NA,25,NA,NA,NA
"DeeJay Dallas","RB","Miami","5-10",217,4.58,33.5,NA,119,7.18,4.32
"Darrion Daniels","DL","Nebraska","6-3",311,5.18,27,21,109,7.75,4.93
"Cameron Dantzler","CB","Mississippi State","6-2",188,4.64,34.5,NA,NA,NA,NA
"Kevin Davidson","QB","Princeton","6-4",224,5,28,NA,109,7.13,4.37
"Marlon Davidson","DL","Auburn","6-3",303,5.04,NA,21,NA,NA,NA
"Ashtyn Davis","S","California","6-1",202,NA,NA,14,NA,NA,NA
"Carlos Davis","DL","Nebraska","6-2",313,4.82,NA,27,NA,NA,4.52
"Gabriel Davis","WR","UCF","6-2",216,4.54,35,14,124,7.08,4.59
"Javaris Davis","CB","Auburn","5-8",183,4.39,35.5,11,124,NA,NA
"Khalil Davis","DL","Nebraska","6-1",308,4.75,NA,32,NA,NA,NA
"Quartney Davis","WR","Texas A&M","6-1",201,4.54,35.5,NA,NA,NA,NA
"Raekwon Davis","DL","Alabama","6-6",311,5.12,28,24,111,7.95,4.86
"Akeem Davis-Gaither","LB","Appalachian State","6-1",224,NA,NA,21,NA,NA,NA
"Josiah Deguara","TE","Cincinnati","6-2",242,4.72,35.5,25,115,7.15,4.35
"Grant Delpit","S","LSU","6-2",213,NA,NA,NA,NA,NA,NA
"Trevon Diggs","CB","Alabama","6-1",205,NA,NA,NA,NA,NA,NA
"AJ Dillon","RB","Boston College","6-0",247,4.53,41,23,131,7.19,NA
"Michael Divinity","LB","LSU","6-2",242,4.85,31,14,115,NA,NA
"J.K. Dobbins","RB","Ohio State","5-9",209,NA,NA,23,NA,NA,NA
"Rico Dowdle","RB","South Carolina","5-11",213,4.54,38,NA,127,NA,NA
"Jack Driscoll","OL","Auburn","6-5",306,5.02,29.5,23,114,NA,NA
"Kyle Dugger","S","Lenoir-Rhyne","6-1",217,4.49,42,17,134,NA,NA
"Yasir Durant","OL","Missouri","6-6",331,5.52,25,21,NA,NA,NA
"Devin Duvernay","WR","Texas","5-10",200,4.39,35.5,NA,123,7.13,4.2
"Troy Dye","LB","Oregon","6-3",231,NA,NA,NA,NA,NA,NA
"Jacob Eason","QB","Washington","6-6",231,4.89,27.5,NA,110,7.5,4.75
"Bryan Edwards","WR","South Carolina","6-3",212,NA,NA,NA,NA,NA,NA
"Clyde Edwards-Helaire","RB","LSU","5-7",207,4.6,39.5,15,123,NA,NA
"Jalen Elliott","S","Notre Dame","6-0",205,4.8,34,15,125,6.87,4.3
"Jordan Elliott","DL","Missouri","6-4",302,5.02,27.5,24,NA,NA,4.73
"A.J. Epenesa","DL","Iowa","6-5",275,5.04,32.5,17,117,7.34,4.46
"Darrynton Evans","RB","Appalachian State","5-10",203,4.41,37,20,125,NA,NA
"Blake Ferguson","LS","LSU","6-3",229,5.07,31,NA,112,7.43,4.52
"Chris Finke","WR","Notre Dame","5-9",186,4.57,40,7,NA,NA,NA
"Leki Fotu","DL","Utah","6-5",330,5.15,NA,21,NA,NA,NA
"Jake Fromm","QB","Georgia","6-2",219,5.01,30,NA,111,7.27,4.51
"Aaron Fuller","WR","Washington","5-11",188,4.59,34,NA,118,7.14,NA
"Jordan Fuller","S","Ohio State","6-2",203,4.67,35.5,NA,122,NA,4.27
"Kristian Fulton","CB","LSU","6-0",197,4.46,35.5,NA,123,6.94,4.36
"Tipa Galeai","LB","Utah State","6-5",235,NA,NA,NA,NA,NA,NA
"Neville Gallimore","DL","Oklahoma","6-2",304,4.79,NA,23,NA,7.97,5.01
"Antonio Gandy-Golden","WR","Liberty","6-4",223,4.6,36,22,127,7.33,4.55
"Cale Garrett","LB","Missouri","6-2",234,4.92,32,NA,124,6.91,4.13
"Jonathan Garvin","DL","Miami","6-4",263,4.82,36,23,125,NA,NA
"Antonio Gibson","WR","Memphis","6-0",228,4.39,35,16,118,NA,NA
"Alohi Gilman","S","Notre Dame","5-10",201,4.6,32,17,119,6.81,4.08
"Trevis Gipson","DL","Tulsa","6-3",261,NA,NA,25,NA,NA,NA
"Jeff Gladney","CB","TCU","5-10",191,4.48,37.5,17,124,7.26,NA
"Anthony Gordon","QB","Washington State","6-2",205,NA,NA,NA,NA,NA,NA
"A.J. Green","CB","Oklahoma State","6-1",202,4.62,NA,13,NA,NA,NA
"Jonathan Greenard","DL","Florida","6-3",263,4.87,30.5,22,113,7.13,4.34
"Yetur Gross-Matos","DL","Penn State","6-5",266,NA,34,20,120,NA,NA
"Javelin Guidry","CB","Utah","5-9",191,4.29,NA,21,NA,NA,NA
"Stephen Guidry","WR","Mississippi State","6-3",201,4.47,34,NA,125,7.31,4.46
"Bryce Hall","CB","Virginia","6-1",202,NA,NA,11,NA,NA,NA
"DaVon Hamilton","DL","Ohio State","6-4",320,5.14,29.5,33,102,7.72,NA
"LaDarius Hamilton","DL","North Texas","6-2",262,4.89,30,27,114,7.66,4.49
"KJ Hamler","WR","Penn State","5-9",178,NA,NA,15,NA,NA,NA
"Harrison Hand","CB","Temple","5-11",197,4.52,41,14,133,7.15,4.27
"Jake Hanson","OL","Oregon","6-4",303,5.5,NA,33,NA,NA,NA
"Scoota Harris","LB","Arkansas","6-0",234,4.69,33,18,111,7.38,4.32
"Nick Harris","OL","Washington","6-1",302,5.1,29.5,20,103,NA,NA
"Malik Harrison","LB","Ohio State","6-3",247,4.66,36,NA,122,6.83,4.32
"JaMycal Hasty","RB","Baylor","5-8",205,4.55,39,15,123,NA,4.03
"Jaylinn Hawkins","S","California","6-1",208,NA,35.5,NA,117,NA,NA
"Charlie Heck","OL","North Carolina","6-8",311,5.16,28,21,112,8.02,4.86
"C.J. Henderson","CB","Florida","6-1",204,4.39,37.5,20,127,NA,NA
"Matt Hennessy","OL","Temple","6-4",307,5.18,30,23,110,7.45,4.6
"Justin Herbert","QB","Oregon","6-6",236,4.68,35.5,NA,123,7.06,4.46
"Brian Herrien","RB","Georgia","5-11",209,4.62,38.5,18,126,7.12,4.4
"Justin Herron","OL","Wake Forest","6-4",308,5.26,33,27,105,8.41,4.88
"Tee Higgins","WR","Clemson","6-4",216,NA,NA,NA,NA,NA,NA
"Alex Highsmith","DL","Charlotte","6-3",248,4.7,33,NA,125,7.32,4.31
"John Hightower","WR","Boise State","6-1",189,4.43,38.5,NA,122,7.07,4.21
"K.J. Hill","WR","Ohio State","6-0",196,4.6,32.5,17,114,NA,NA
"Lavert Hill","CB","Michigan","5-10",190,NA,NA,21,NA,NA,NA
"Trevon Hill","DL","Miami","6-3",248,4.89,28,NA,113,NA,NA
"Isaiah Hodgins","WR","Oregon State","6-4",210,4.61,36.5,9,124,7.01,4.12
"Sterling Hofrichter","P","Syracuse","5-10",196,NA,NA,NA,NA,NA,NA
"Darnay Holmes","CB","UCLA","5-10",195,4.48,NA,12,NA,NA,NA
"Brycen Hopkins","TE","Purdue","6-4",245,4.66,33.5,21,116,7.25,4.28
"Khaleke Hudson","LB","Michigan","5-11",224,4.56,33,30,120,NA,NA
"Robert Hunt","OL","Louisiana-Lafayette","6-5",323,NA,NA,NA,NA,NA,NA
"Jalen Hurts","QB","Oklahoma","6-1",222,4.59,35,NA,125,NA,NA
"Noah Igbinoghene","CB","Auburn","5-10",198,4.48,37,15,128,NA,NA
"Brian Cole II","S","Mississippi State","6-2",213,4.52,NA,NA,NA,NA,NA
"Rashard Lawrence II","DL","LSU","6-2",308,5.07,NA,22,NA,8.03,NA
"Reggie Robinson II","CB","Tulsa","6-1",205,4.44,36,22,132,7.09,4.18
"Henry Ruggs III","WR","Alabama","5-11",188,4.27,42,NA,131,NA,NA
"Keith Ismael","OL","San Diego State","6-3",309,5.34,32,NA,108,8.14,4.65
"Cordel Iwuagwu","OL","TCU","6-3",309,5.22,27,25,94,8.03,4.87
"Austin Jackson","OL","USC","6-5",322,5.07,31,27,115,7.95,NA
"Dane Jackson","CB","Pittsburgh","6-0",187,4.57,35,NA,122,7.07,4.27
"Jonah Jackson","OL","Ohio State","6-3",306,5.23,26,28,98,7.83,5.02
"Lamar Jackson","CB","Nebraska","6-2",208,4.58,36.5,10,122,NA,NA
"Trishton Jackson","WR","Syracuse","6-1",197,4.5,36,NA,117,NA,NA
"Justin Jefferson","WR","LSU","6-1",202,4.43,37.5,NA,126,NA,NA
"Van Jefferson","WR","Florida","6-1",200,NA,NA,NA,NA,NA,NA
"Anfernee Jennings","LB","Alabama","6-2",256,NA,NA,NA,NA,NA,NA
"Jauan Jennings","WR","Tennessee","6-3",215,4.72,29,NA,119,NA,NA
"Jerry Jeudy","WR","Alabama","6-1",193,4.45,35,NA,120,NA,4.53
"Collin Johnson","WR","Texas","6-6",222,NA,NA,17,NA,NA,NA
"Jaylon Johnson","CB","Utah","6-0",193,4.5,36.5,15,124,7.01,4.13
"Juwan Johnson","WR","Oregon","6-4",230,4.58,33,14,124,6.94,4.37
"Tyler Johnson","WR","Minnesota","6-1",206,NA,NA,NA,NA,NA,NA
"Clay Johnston","LB","Baylor","6-1",227,NA,NA,18,NA,NA,NA
"Benito Jones","DL","Mississippi","6-1",316,5.26,26.5,NA,NA,8.21,5.27
"Brandon Jones","S","Texas","5-11",198,NA,NA,NA,NA,NA,NA
"Joshua Jones","OL","Houston","6-5",319,5.27,28.5,24,109,NA,NA
"Tony Jones","RB","Notre Dame","5-10",220,4.68,32.5,13,119,7.18,4.21
"Antoine Brooks Jr.","S","Maryland","5-11",220,4.64,34.5,18,NA,NA,NA
"Willie Gay Jr.","LB","Mississippi State","6-1",243,4.46,39.5,21,136,7.08,4.3
"Laviska Shenault Jr.","WR","Colorado","6-1",227,4.58,NA,17,NA,NA,NA
"Antoine Winfield Jr.","S","Minnesota","5-9",203,4.45,36,NA,124,NA,NA
"Azur Kamara","LB","Kansas","6-3",245,4.59,28,13,121,7.2,4.46
"Khalid Kareem","DL","Notre Dame","6-4",268,NA,NA,NA,NA,NA,NA
"Dalton Keene","TE","Virginia Tech","6-4",253,4.71,34,21,125,7.07,4.19
"Joshua Kelley","RB","UCLA","5-11",212,4.49,31,23,121,6.95,4.28
"BoPete Keyes","CB","Tulane","6-1",202,NA,36,NA,126,NA,NA
"Solomon Kindley","OL","Georgia","6-3",337,NA,NA,NA,NA,NA,NA
"Javon Kinlaw","DL","South Carolina","6-5",324,NA,NA,NA,NA,NA,NA
"Cole Kmet","TE","Notre Dame","6-6",262,4.7,37,NA,123,7.44,4.41
"CeeDee Lamb","WR","Oklahoma","6-2",198,4.5,34.5,11,124,NA,NA
"Javon Leake","RB","Maryland","6-0",215,4.65,34,NA,125,NA,NA
"Benny LeMay","RB","Charlotte","5-8",221,4.75,28.5,24,112,NA,NA
"Shane Lemieux","OL","Oregon","6-4",310,5.11,25.5,NA,107,8.13,4.9
"Brian Lewerke","QB","Michigan State","6-2",213,4.95,31,NA,113,7.14,4.4
"Damien Lewis","OL","LSU","6-2",327,5.24,30,27,108,NA,NA
"Terrell Lewis","LB","Alabama","6-5",262,NA,37,NA,124,NA,NA
"Kalija Lipscomb","WR","Vanderbilt","6-0",207,4.57,32,16,127,NA,NA
"Jordan Love","QB","Utah State","6-4",224,4.74,35.5,NA,118,7.21,4.52
"Jake Luton","QB","Oregon State","6-6",224,NA,NA,NA,NA,NA,NA
"James Lynch","DL","Baylor","6-4",289,5.01,29,23,111,7.39,4.39
"Austin Mack","WR","Ohio State","6-1",208,4.59,31.5,NA,117,NA,4.42
"Jordan Mack","LB","Virginia","6-3",241,NA,NA,NA,NA,NA,NA
"Justin Madubuike","DL","Texas A&M","6-3",293,4.83,NA,31,NA,7.37,NA
"Braden Mann","P","Texas A&M","5-11",198,4.83,31,NA,111,7.03,4.13
"Kamal Martin","LB","Minnesota","6-3",240,NA,NA,NA,NA,NA,NA
"Cole McDonald","QB","Hawaii","6-3",215,4.58,36,NA,121,7.13,4.52
"Anthony McFarland","RB","Maryland","5-8",208,4.44,29.5,NA,116,NA,NA
"Sean McKeon","TE","Michigan","6-5",242,NA,NA,18,NA,NA,NA
"Xavier McKinney","S","Alabama","6-0",201,4.63,36,19,122,NA,NA
"Colton McKivitz","OL","West Virginia","6-6",306,5.35,26,20,106,7.87,5
"Josh Metellus","S","Michigan","5-11",209,4.55,36.5,20,124,6.94,4.4
"Chris Miller","S","Baylor","5-11",190,4.61,35.5,12,133,7.09,4.12
"Denzel Mims","WR","Baylor","6-3",207,4.38,38.5,16,131,6.66,4.43
"John Molchon","OL","Boise State","6-5",309,5.13,34,26,109,7.85,4.73
"JJ Molson","K","UCLA","5-11",182,NA,NA,NA,NA,NA,NA
"Steven Montez","QB","Colorado","6-4",231,4.68,33,NA,117,7.25,4.43
"Darnell Mooney","WR","Tulane","5-10",176,4.38,37,9,124,NA,NA
"James Morgan","QB","Florida International","6-4",229,4.89,29,NA,112,7.51,4.64
"Thaddeus Moss","TE","LSU","6-2",250,NA,NA,NA,NA,NA,NA
"Zack Moss","RB","Utah","5-9",223,4.65,33,19,NA,NA,4.37
"Larrell Murchison","DL","North Carolina State","6-2",297,5.05,29,29,118,7.89,4.51
"Kyle Murphy","OL","Rhode Island","6-3",316,5.3,28,19,104,7.81,4.68
"Kenneth Murray","LB","Oklahoma","6-2",241,4.52,38,21,129,NA,NA
"Tanner Muse","S","Clemson","6-2",227,4.41,34.5,20,124,NA,NA
"Netane Muti","OL","Fresno State","6-3",315,NA,NA,44,NA,NA,NA
"Lucas Niang","OL","TCU","6-6",315,NA,NA,NA,NA,NA,NA
"C.J. O'Grady","TE","Arkansas","6-4",253,4.81,34,16,119,7.3,4.34
"Michael Ojemudia","CB","Iowa","6-1",200,4.45,36,NA,122,6.87,4.21
"Jeff Okudah","CB","Ohio State","6-1",205,4.48,41,11,135,NA,NA
"Julian Okwara","DL","Notre Dame","6-4",252,NA,NA,27,NA,NA,NA
"Albert Okwuegbunam","TE","Missouri","6-5",258,4.49,NA,NA,NA,NA,NA
"Sewo Olonilua","RB","TCU","6-3",232,4.66,36,25,123,NA,4.28
"Dante Olson","LB","Montana","6-2",237,4.88,42,15,124,7,4.32
"Mike Onwenu","OL","Michigan","6-3",344,NA,NA,26,NA,NA,NA
"K.J. Osborn","WR","Miami","5-11",203,4.48,37.5,18,123,7,4.35
"Aaron Parker","WR","Rhode Island","6-2",209,4.57,26.5,12,112,6.94,4.23
"Colby Parkinson","TE","Stanford","6-7",252,4.77,32.5,18,109,7.15,4.46
"Dezmon Patmon","WR","Washington State","6-4",225,4.48,36,15,132,7.28,4.38
"Shea Patterson","QB","Michigan","6-1",212,4.71,31,NA,116,7.14,4.5
"Matt Peart","OL","Connecticut","6-7",318,5.06,30,26,113,8.01,4.92
"Alex Pechin","P","Bucknell","6-1",213,4.69,34,13,NA,NA,NA
"John Penisini","DL","Utah","6-1",318,NA,25.5,23,NA,NA,4.93
"Donovan Peoples-Jones","WR","Michigan","6-2",212,4.48,44.5,NA,139,NA,NA
"La'Mical Perine","RB","Florida","5-11",216,4.62,35,22,118,7.13,4.31
"Malcolm Perry","WR","Navy","5-9",186,4.63,36,10,122,7.12,4.31
"Jacob Phillips","LB","LSU","6-3",229,4.66,39,NA,126,7.38,4.33
"Scottie Phillips","RB","Mississippi","5-8",209,4.56,30,29,114,7.4,4.53
"Tyre Phillips","OL","Mississippi State","6-5",331,5.37,25,22,93,8.17,5.11
"James Pierre","CB","Florida Atlantic","6-0",183,4.59,33.5,NA,123,7.02,NA
"Michael Pinckney","LB","Miami","5-11",235,NA,NA,NA,NA,NA,NA
"Jared Pinkney","TE","Vanderbilt","6-4",257,4.96,NA,23,NA,NA,NA
"Danny Pinter","OL","Ball State","6-4",306,4.91,29.5,24,110,7.76,4.62
"Michael Pittman","WR","USC","6-4",223,4.52,36.5,13,121,6.96,4.14
"Troy Pride","CB","Notre Dame","5-11",193,4.4,35.5,13,119,6.94,4.26
"James Proche","WR","SMU","5-11",201,NA,34.5,20,NA,7.27,4.4
"Shaquille Quarterman","LB","Miami","6-0",234,4.74,31,23,120,NA,NA
"Patrick Queen","LB","LSU","6-0",229,4.5,35,18,125,NA,NA
"Jalen Reagor","WR","TCU","5-11",206,4.47,42,17,138,7.31,4.46
"Joe Reed","WR","Virginia","6-0",224,4.47,38,21,123,NA,NA
"J.R. Reed","S","Georgia","6-1",202,4.54,34,15,130,NA,NA
"John Reid","CB","Penn State","5-10",187,4.49,36.5,20,129,6.95,3.97
"Chauncey Rivers","DL","Mississippi State","6-2",262,4.97,30.5,20,106,7.33,4.7
"Malcolm Roach","DL","Texas","6-2",297,4.84,30,20,114,NA,NA
"Amik Robertson","CB","Louisiana Tech","5-8",187,NA,NA,NA,NA,NA,NA
"Alton Robinson","DL","Syracuse","6-3",264,4.69,35.5,25,119,7.32,4.32
"James Robinson","RB","Illinois State","5-9",219,4.64,40,24,125,7.03,4.19
"Kendrick Rogers","WR","Texas A&M","6-4",208,4.51,35.5,17,124,7.13,4.48
"Cesar Ruiz","OL","Michigan","6-3",307,5.08,33,28,113,7.91,4.64
"Jon Runyan","OL","Michigan","6-4",306,5.08,30.5,24,107,7.57,4.69
"Chapelle Russell","LB","Temple","6-2",236,4.69,35,21,121,7.38,4.41
"Stanford Samuels","CB","Florida State","6-1",187,4.65,NA,NA,NA,NA,NA
"Josiah Scott","CB","Michigan State","5-9",185,4.42,NA,17,NA,NA,NA
"Qaadir Sheppard","DL","Mississippi","6-3",261,4.83,31.5,28,115,NA,NA
"Isaiah Simmons","LB","Clemson","6-4",238,4.39,39,NA,132,NA,NA
"John Simpson","OL","Clemson","6-4",321,5.24,30,34,107,8.03,4.87
"Arryn Siposs","P","Auburn","6-2",213,5.09,NA,NA,NA,NA,NA
"James Smith-Williams","DL","North Carolina State","6-4",265,4.6,32,28,123,7.35,4.52
"L'Jarius Sneed","S","Louisiana Tech","6-0",192,4.37,41,12,131,NA,NA
"Nate Stanley","QB","Iowa","6-4",235,4.81,28.5,NA,108,7.26,4.48
"Terence Steele","OL","Texas Tech","6-6",312,5.03,27.5,27,106,NA,5.08
"Logan Stenberg","OL","Kentucky","6-6",317,5.3,26,NA,104,8,4.83
"Simon Stepaniak","OL","Indiana","6-4",313,NA,NA,37,NA,NA,NA
"Darrell Stewart","WR","Michigan State","6-0",212,NA,35,15,117,NA,NA
"Geno Stone","S","Iowa","5-10",207,4.62,33.5,12,116,NA,NA
"Justin Strnad","LB","Wake Forest","6-3",238,4.74,29,NA,113,NA,4.49
"Jason Strowbridge","DL","North Carolina","6-4",275,4.89,31,26,113,7.45,4.37
"Stephen Sullivan","TE","LSU","6-5",248,4.66,36.5,NA,123,7.51,4.62
"Freddie Swain","WR","Florida","6-0",197,4.46,36.5,16,124,7.05,4.26
"D'Andre Swift","RB","Georgia","5-8",212,4.48,35.5,NA,121,NA,NA
"Tua Tagovailoa","QB","Alabama","6-0",217,NA,NA,NA,NA,NA,NA
"Charlie Taumoepeau","TE","Portland State","6-2",240,4.75,36.5,18,121,7,4.27
"Alex Taylor","OL","South Carolina State","6-8",308,5.09,25,21,116,7.77,4.79
"Darrell Taylor","LB","Tennessee","6-4",267,NA,NA,NA,NA,NA,NA
"Davion Taylor","LB","Colorado","6-0",228,4.49,35,21,127,6.96,4.26
"J.J. Taylor","RB","Arizona","5-5",185,4.61,34.5,19,118,7,4.15
"Jonathan Taylor","RB","Wisconsin","5-10",226,4.39,36,17,123,7.01,4.24
"Patrick Taylor","RB","Memphis","6-1",217,4.57,34,15,123,NA,4.34
"A.J. Terrell","CB","Clemson","6-1",195,4.42,34.5,15,129,NA,NA
"Andrew Thomas","OL","Georgia","6-5",315,5.22,30.5,21,109,7.58,4.66
"Daniel Thomas","S","Auburn","5-10",215,4.51,37,24,125,NA,NA
"Jeff Thomas","WR","Miami","5-9",170,4.45,36.5,NA,125,NA,NA
"Stantley Thomas-Oliver","CB","Florida International","6-0",192,4.48,34,NA,127,NA,NA
"Calvin Throckmorton","OL","Oregon","6-5",317,5.57,27,23,97,8.07,4.98
"Casey Toohill","LB","Stanford","6-4",250,4.62,39,17,126,7.08,4.21
"Tommy Townsend","P","Florida","6-1",191,4.75,NA,NA,NA,NA,NA
"Adam Trautman","TE","Dayton","6-5",255,4.8,34.5,18,114,6.78,4.27
"Michael Turk","P","Arizona State","6-0",226,4.79,34.5,25,108,NA,4.72
"Derrek Tuszka","DL","North Dakota State","6-4",251,4.79,33.5,24,120,6.87,4.34
"Josh Uche","LB","Michigan","6-1",245,NA,NA,18,NA,NA,NA
"Ke'Shawn Vaughn","RB","Vanderbilt","5-10",214,4.51,32,NA,117,NA,NA
"Ben Victor","WR","Ohio State","6-4",198,4.6,35,9,128,7.1,NA
"Kindle Vildor","CB","Georgia Southern","5-10",191,4.44,39.5,22,133,7.14,4.28
"Mykal Walker","LB","Fresno State","6-3",230,4.65,33,20,122,7.09,4.25
"K'Von Wallace","S","Clemson","5-11",206,4.53,38,18,133,6.76,4.15
"Prince Tega Wanogho","OL","Auburn","6-5",308,NA,NA,NA,NA,NA,NA
"Mike Warren","RB","Cincinnati","5-9",226,NA,NA,16,NA,NA,NA
"Broderick Washington","DL","Texas Tech","6-2",305,NA,NA,23,NA,NA,NA
"Quez Watkins","WR","Southern Miss","6-0",185,4.35,36.5,NA,125,7.28,4.36
"Curtis Weaver","LB","Boise State","6-2",265,NA,32.5,NA,116,7,4.27
"Evan Weaver","LB","California","6-2",237,4.76,32,15,117,7.02,4.21
"Cody White","WR","Michigan State","6-3",217,4.66,35.5,NA,120,7.19,4.52
"Mitchell Wilcox","TE","South Florida","6-3",247,4.88,31,NA,112,7.37,4.43
"Kenny Willekes","DL","Michigan State","6-3",264,4.87,32.5,32,119,7.39,NA
"Darryl Williams","OL","Mississippi State","6-2",304,5.23,25.5,23,102,7.88,4.76
"Raequan Williams","DL","Michigan State","6-4",308,5.04,25.5,17,101,7.72,4.78
"Jedrick Wills","OL","Alabama","6-4",312,5.05,34.5,NA,113,NA,4.84
"Isaiah Wilson","OL","Georgia","6-6",350,5.32,29,26,110,8.26,5.07
"Logan Wilson","LB","Wyoming","6-2",241,4.63,32,21,121,7.07,4.27
"Rob Windsor","DL","Penn State","6-4",290,4.9,28.5,21,111,7.47,4.44
"Tristan Wirfs","OL","Iowa","6-5",320,4.85,36.5,24,121,7.65,4.68
"Steven Wirtel","LS","Iowa State","6-4",235,4.76,26,NA,120,7.12,4.28
"Charlie Woerner","TE","Georgia","6-5",244,4.78,34.5,21,120,7.18,4.46
"D.J. Wonnum","DL","South Carolina","6-5",258,4.73,34.5,20,123,7.25,4.44
"Dom Wood-Anderson","TE","Tennessee","6-4",261,4.92,35,NA,119,NA,NA
"David Woodward","LB","Utah State","6-2",230,4.79,33.5,16,114,7.34,4.37
"Chase Young","DL","Ohio State","6-5",264,NA,NA,NA,NA,NA,NA
"Jabari Zuniga","DL","Florida","6-3",264,4.64,33,29,127,NA,NA
"Jonathan Adams","WR","Arkansas St.","6-2",210,4.59,39,NA,132,7.04,4.38
"Paulson Adebo","CB","Stanford","6-1",198,4.45,36.5,18,121,6.69,4.13
"Giles Amos","TE","Arkansas St.","6-3",250,5.14,28.5,NA,111,7.65,5.13
"Zayne Anderson","LB","BYU","",NA,4.46,34,11,120,6.78,4.22
"Otis Anderson","RB","Central Florida","5-7",179,4.63,36,11,113,7.04,4.38
"Jack Anderson","OL","Texas Tech","6-4",314,5.28,29.5,27,105,7.9,4.83
"Dan Archibong","DT","Temple","6-5",295,5.35,28.5,28,100,8.16,4.68
"Calvin Ashley","OL","Florida A&M","6-6",314,5.49,29,15,105,7,5.1
"Jaytlin Askew","DB","Georgia Tech","5-8",180,4.51,35.5,18,125,7.1,4.31
"Tutu Atwell","WR","Louisville","5-8",155,4.42,33,NA,117,6.89,4.14
"Kayode Awosika","OL","Buffalo","6-3",307,5.19,30,28,100,8.15,4.91
"Kawaan Baker","WR","South Alabama","6-0",210,4.44,39.5,21,129,7.42,4.41
"Josh Ball","OL","Marshall","6-7",308,5.2,27.5,28,106,7.77,4.7
"Aaron Banks","OL","Notre Dame","6-5",325,5.32,31,24,100,7.69,4.89
"Cole Banwart","OL","Iowa","6-1",298,5.12,27.5,22,103,7.5,4.7
"Christian Barmore","DL","Alabama","6-4",310,4.93,NA,NA,NA,NA,NA
"Derrick Barnes","DE","Purdue","6-0",238,4.57,37,29,119,NA,4.27
"Carlos Basham","DL","Wake Forest","6-3",274,4.64,34,20,122,7.13,4.25
"Rashod Bateman","WR","Minnesota","6-0",190,4.39,36,NA,123,NA,NA
"John Bates","TE","Boise St.","6-5",250,4.84,31.5,19,120,6.85,4.35
"Adam Bay","LS","Wisconsin","5-11",240,5.27,26,14,100,7.65,4.56
"Tavante Beckett","LB","Marshall","5-10",220,4.78,31,18,106,7.34,4.58
"Chase Behrndt","OL","West Virginia","6-3",324,5.55,24.5,25,101,8.21,4.93
"Shaun Beyer","TE","Iowa","6-4",250,4.78,31.5,NA,119,NA,4.2
"Tarik Black","WR","Texas","6-2",213,4.54,40,15,132,6.91,4.26
"Josh Blancato","WR","Georgia Tech","5-9",182,4.55,32,17,124,6.9,4.31
"Joshuah Bledsoe","S","Missouri","",NA,NA,NA,NA,NA,NA,NA
"Quinton Bohanna","DL","Kentucky","6-4",327,5.46,29,NA,99,8.21,5.15
"Nick Bolton","LB","Missouri","5-11",237,4.6,32,24,NA,7.4,4.5
"Ian Book","QB","Notre Dame","6-0",211,4.65,32.5,NA,115,6.99,4.19
"Dicaprio Bootle","CB","Nebraska","5-9",180,4.38,36.5,16,126,6.77,4.03
"Tuf Borland","LB","Ohio St.","6-0",229,4.98,32.5,15,109,7.17,4.29
"Larry Borom","OL","Missouri","6-5",322,5.12,31,NA,NA,NA,NA
"Rakeem Boyd","RB","Arkansas","5-11",213,4.7,32.5,6,98,7.22,4.38
"Michael Boykin","DL","Louisville","6-5",291,4.88,32,24,110,7.69,4.58
"William Bradley-King","OLB","Baylor","6-3",252,4.74,34.5,NA,119,7.14,4.26
"Brady Breeze","S","Oregon","5-11",197,4.55,38,20,120,7.05,4.22
"Gary Brightwell","RB","Arizona","5-10",218,4.62,34.5,17,118,7.51,4.48
"K.J. Britt","LB","Auburn","6-0",235,4.76,32.5,24,118,7.38,4.4
"Josiah Bronson","DL","Washington","6-2",304,5.08,30,27,101,7.63,4.72
"Chris Brown","DB","Texas","5-10",191,4.55,36,15,118,6.85,4.18
"Earnest Brown","DE","Northwestern","6-4",270,5.01,31,25,115,7.19,4.5
"Kimere Brown","CB","Temple","5-11",175,4.57,32.5,NA,124,7.37,4.32
"Deonte Brown","OL","Alabama","6-3",344,NA,27,NA,NA,NA,NA
"Dyami Brown","WR","North Carolina","6-0",189,4.46,35,18,128,6.87,4.35
"Shakur Brown","CB","Michigan St.","5-9",185,4.61,35.5,17,116,7.08,4.23
"Tre Brown","CB","Oklahoma","5-9",185,4.42,38,13,123,7.11,4.27
"Amon-Ra St. Brown","WR","USC","5-11",197,4.51,38.5,20,127,6.88,4.17
"Baron Browning","LB","Ohio St.","6-2",245,4.58,40,23,130,6.78,4.23
"John Brunner","OL","North Texas","6-2",194,NA,32.5,11,121,6.77,4.3
"Calvin Bundage","LB","Oklahoma St.","6-1",221,4.81,31.5,14,116,7.31,4.43
"Lorenzo Burns","CB","Arizona","5-10",183,4.56,33.5,14,123,7.55,4.51
"Eric Burrell","S","Wisconsin","5-11",197,4.73,35.5,8,124,7.21,4.26
"Wesley Burris","LS","Kansas St.","5-9",203,5.3,30,12,102,7.51,4.74
"Jake Burton","OL","Baylor","6-5",303,5.49,26,22,100,8.22,4.97
